,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany
753,39,Stayed,22,Bachelor's degree,Medical,Excellent,Female,Great,Low,10880,13,Great,Great,80,Great,21
754,33,Stayed,8,Below College,Life Sciences,Good,Female,Good,Excellent,2342,19,Great,Excellent,80,Good,2
755,45,Stayed,11,College,Life Sciences,Excellent,Female,Great,Excellent,17650,13,Great,Good,80,Excellent,9
756,32,Stayed,29,Master's degree,Medical,Excellent,Female,Great,Great,4025,12,Great,Good,80,Great,8
757,34,Stayed,1,Master's degree,Marketing,Good,Male,Excellent,Excellent,9725,11,Great,Excellent,80,Good,15
758,59,Stayed,1,College,Technical Degree,Good,Male,Great,Excellent,11904,14,Great,Great,80,Low,6
759,45,Stayed,24,Master's degree,Medical,Good,Male,Great,Good,2177,16,Great,Low,80,Great,6
760,53,Stayed,2,Bachelor's degree,Marketing,Great,Female,Good,Good,7525,12,Great,Low,80,Great,15
761,36,Churned,15,Bachelor's degree,Other,Low,Male,Great,Great,4834,14,Great,Good,80,Good,1
762,26,Churned,2,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2042,14,Great,Good,80,Great,3
763,34,Stayed,10,Master's degree,Life Sciences,Great,Female,Great,Great,2220,19,Great,Excellent,80,Great,1
764,28,Stayed,10,Below College,Medical,Excellent,Male,Great,Good,1052,22,Excellent,Good,80,Great,1
765,38,Stayed,3,Master's degree,Other,Great,Male,Great,Great,2821,16,Great,Low,80,Great,2
766,50,Stayed,2,Master's degree,Medical,Good,Male,Great,Great,19237,11,Great,Excellent,80,Good,8
767,37,Stayed,3,Bachelor's degree,Other,Excellent,Female,Great,Good,4107,15,Great,Low,80,Good,4
768,40,Stayed,26,Bachelor's degree,Marketing,Great,Male,Great,Low,8396,14,Great,Good,80,Good,7
769,26,Stayed,1,Below College,Medical,Low,Female,Good,Great,2007,13,Great,Great,80,Great,5
770,46,Stayed,1,Master's degree,Medical,Excellent,Male,Great,Excellent,19627,17,Great,Excellent,80,Great,2
771,54,Stayed,2,Master's degree,Life Sciences,Great,Female,Good,Great,10686,11,Great,Good,80,Great,9
772,56,Stayed,9,Bachelor's degree,Medical,Low,Female,Great,Great,2942,19,Great,Good,80,Great,5
773,36,Stayed,12,PhD,Medical,Excellent,Female,Good,Excellent,8858,11,Great,Good,80,Good,14
774,55,Stayed,2,Below College,Medical,Great,Male,Good,Low,16756,15,Great,Good,80,Excellent,9
775,43,Stayed,25,Bachelor's degree,Medical,Great,Male,Good,Excellent,10798,13,Great,Great,80,Great,1
776,20,Churned,9,Bachelor's degree,Marketing,Excellent,Female,Great,Excellent,2323,14,Great,Good,80,Great,2
777,21,Churned,10,Bachelor's degree,Life Sciences,Great,Female,Good,Low,1416,13,Great,Low,80,Good,1
778,46,Stayed,8,Master's degree,Life Sciences,Excellent,Female,Good,Low,4615,23,Excellent,Low,80,Great,16
779,51,Churned,4,Master's degree,Life Sciences,Low,Male,Great,Great,2461,12,Great,Great,80,Excellent,10
780,28,Churned,24,College,Technical Degree,Good,Male,Good,Low,8722,12,Great,Low,80,Good,10
781,26,Stayed,1,College,Medical,Low,Male,Good,Low,3955,16,Great,Low,80,Great,5
782,30,Stayed,20,Bachelor's degree,Other,Great,Male,Great,Low,9957,15,Great,Great,80,Good,6
783,41,Stayed,7,College,Technical Degree,Good,Female,Excellent,Great,3376,13,Great,Great,80,Great,10
784,38,Stayed,17,Below College,Life Sciences,Great,Female,Good,Great,8823,18,Great,Low,80,Good,19
785,40,Stayed,20,Master's degree,Technical Degree,Low,Male,Great,Excellent,10322,20,Excellent,Excellent,80,Great,11
786,27,Stayed,8,PhD,Life Sciences,Low,Male,Low,Great,4621,19,Great,Excellent,80,Great,3
787,55,Stayed,2,Below College,Life Sciences,Excellent,Male,Great,Good,10976,18,Great,Good,80,Great,3
788,28,Stayed,10,Bachelor's degree,Other,Great,Female,Great,Great,3660,13,Great,Excellent,80,Excellent,8
789,44,Churned,1,College,Medical,Good,Male,Good,Low,10482,14,Great,Excellent,80,Great,20
790,33,Stayed,5,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,7119,15,Great,Great,80,Great,3
791,35,Churned,4,Bachelor's degree,Technical Degree,Excellent,Male,Great,Low,9582,22,Excellent,Low,80,Great,8
792,33,Churned,29,Master's degree,Medical,Low,Female,Good,Great,4508,22,Excellent,Good,80,Great,13
793,28,Stayed,15,College,Life Sciences,Low,Male,Great,Great,2207,16,Great,Excellent,80,Good,4
794,34,Stayed,3,Below College,Life Sciences,Low,Male,Great,Excellent,7756,17,Great,Great,80,Good,6
795,37,Stayed,10,Master's degree,Life Sciences,Excellent,Female,Good,Excellent,6694,14,Great,Great,80,Great,1
796,25,Churned,4,Below College,Technical Degree,Excellent,Male,Great,Excellent,3691,15,Great,Good,80,Excellent,7
797,26,Churned,21,Bachelor's degree,Medical,Low,Male,Great,Great,2377,20,Excellent,Great,80,Good,1
798,33,Churned,25,Bachelor's degree,Medical,Low,Male,Good,Good,2313,20,Excellent,Good,80,Great,2
799,42,Stayed,2,College,Medical,Excellent,Male,Great,Low,17665,17,Great,Excellent,80,Great,22
800,28,Churned,1,Bachelor's degree,Medical,Low,Male,Good,Good,2596,15,Great,Low,80,Great,1
801,50,Churned,1,Master's degree,Other,Excellent,Male,Great,Great,4728,14,Great,Excellent,80,Great,0
802,33,Stayed,7,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,4302,17,Great,Great,80,Great,3
803,34,Stayed,3,Master's degree,Life Sciences,Great,Male,Good,Excellent,2979,17,Great,Excellent,80,Great,0
804,48,Stayed,1,Master's degree,Medical,Low,Male,Excellent,Excellent,16885,22,Excellent,Great,80,Good,5
805,45,Stayed,9,Master's degree,Life Sciences,Good,Female,Good,Great,5593,13,Great,Excellent,80,Great,15
806,52,Stayed,7,Master's degree,Life Sciences,Good,Male,Great,Good,10445,19,Great,Excellent,80,Great,8
807,38,Stayed,10,Master's degree,Marketing,Great,Male,Good,Great,8740,14,Great,Good,80,Great,8
808,29,Stayed,28,Master's degree,Life Sciences,Great,Female,Great,Excellent,2514,22,Excellent,Low,80,Great,7
809,28,Stayed,3,Bachelor's degree,Medical,Excellent,Female,Great,Good,7655,17,Great,Good,80,Good,9
810,46,Stayed,3,Below College,Marketing,Low,Male,Great,Great,17465,12,Great,Excellent,80,Great,12
811,38,Stayed,2,College,Marketing,Excellent,Male,Great,Good,7351,16,Great,Great,80,Great,1
812,43,Stayed,27,Bachelor's degree,Life Sciences,Great,Female,Great,Low,10820,11,Great,Great,80,Great,8
813,39,Churned,2,Bachelor's degree,Life Sciences,Low,Male,Great,Excellent,12169,11,Great,Excellent,80,Great,18
814,40,Stayed,14,Bachelor's degree,Medical,Great,Male,Good,Great,19626,14,Great,Low,80,Excellent,20
815,21,Stayed,1,Below College,Technical Degree,Excellent,Female,Good,Good,2070,11,Great,Great,80,Excellent,2
816,39,Stayed,9,Bachelor's degree,Life Sciences,Great,Male,Great,Good,6782,15,Great,Great,80,Good,5
817,36,Stayed,18,Master's degree,Life Sciences,Low,Male,Great,Excellent,7779,20,Excellent,Low,80,Great,11
818,31,Stayed,20,Bachelor's degree,Life Sciences,Great,Male,Excellent,Excellent,2791,12,Great,Low,80,Great,2
819,28,Stayed,2,Below College,Life Sciences,Low,Male,Good,Good,3201,17,Great,Low,80,Low,5
820,35,Stayed,11,College,Marketing,Excellent,Male,Great,Excellent,4968,11,Great,Excellent,80,Great,5
821,49,Stayed,8,Master's degree,Technical Degree,Excellent,Male,Good,Good,13120,17,Great,Good,80,Great,9
822,34,Stayed,2,College,Life Sciences,Excellent,Male,Great,Great,4033,11,Great,Excellent,80,Good,3
823,29,Stayed,10,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,3291,14,Great,Excellent,80,Good,7
824,42,Stayed,29,Bachelor's degree,Medical,Good,Male,Low,Excellent,4272,19,Great,Low,80,Great,1
825,29,Stayed,8,Below College,Medical,Good,Male,Good,Excellent,5056,15,Great,Great,80,Good,10
826,38,Stayed,1,Bachelor's degree,Human Resources,Great,Male,Excellent,Great,2844,13,Great,Excellent,80,Excellent,7
827,28,Stayed,6,Bachelor's degree,Life Sciences,Great,Male,Good,Great,2703,14,Great,Excellent,80,Great,3
828,18,Churned,8,Below College,Medical,Great,Male,Great,Great,1904,12,Great,Excellent,80,Great,0
829,33,Churned,9,Master's degree,Marketing,Low,Female,Great,Low,8224,17,Great,Low,80,Great,5
830,41,Stayed,12,Master's degree,Life Sciences,Good,Male,Great,Excellent,4766,11,Great,Low,80,Great,1
831,31,Churned,15,Bachelor's degree,Medical,Great,Male,Great,Great,2610,12,Great,Great,80,Good,2
832,37,Stayed,25,College,Medical,Great,Female,Good,Excellent,5731,13,Great,Great,80,Great,6
833,27,Stayed,6,Bachelor's degree,Life Sciences,Excellent,Male,Good,Great,2539,13,Great,Great,80,Great,4
834,34,Stayed,9,Below College,Life Sciences,Good,Female,Great,Great,5714,20,Excellent,Low,80,Good,6
835,35,Stayed,8,Master's degree,Technical Degree,Great,Male,Great,Great,4323,17,Great,Good,80,Low,5
836,29,Churned,23,Below College,Life Sciences,Excellent,Female,Good,Low,7336,13,Great,Low,80,Low,11
837,40,Stayed,9,Master's degree,Medical,Good,Female,Great,Great,13499,17,Great,Great,80,Good,18
838,42,Churned,12,Bachelor's degree,Life Sciences,Great,Male,Great,Low,13758,12,Great,Good,80,Good,21
839,42,Stayed,4,Master's degree,Marketing,Good,Male,Great,Low,5155,13,Great,Excellent,80,Excellent,6
840,35,Stayed,1,Master's degree,Medical,Excellent,Male,Good,Great,2258,12,Great,Good,80,Great,8
841,24,Stayed,24,Bachelor's degree,Medical,Excellent,Male,Great,Good,3597,22,Excellent,Excellent,80,Great,4
842,28,Churned,12,Below College,Life Sciences,Great,Female,Great,Excellent,2515,11,Great,Excellent,80,Good,1
843,26,Stayed,3,Master's degree,Medical,Low,Male,Excellent,Excellent,4420,22,Excellent,Good,80,Great,8
844,30,Stayed,10,Bachelor's degree,Marketing,Great,Male,Good,Great,6578,18,Great,Low,80,Great,10
845,40,Stayed,26,College,Medical,Great,Female,Good,Excellent,4422,13,Great,Excellent,80,Low,1
846,35,Stayed,2,Bachelor's degree,Life Sciences,Great,Male,Good,Good,10274,18,Great,Good,80,Excellent,7
847,34,Stayed,1,Bachelor's degree,Medical,Excellent,Male,Good,Low,5343,20,Excellent,Great,80,Great,13
848,35,Stayed,4,Master's degree,Other,Excellent,Male,Good,Excellent,2376,13,Great,Good,80,Excellent,2
849,43,Churned,9,Bachelor's degree,Marketing,Low,Female,Low,Great,5346,13,Great,Good,80,Good,4
850,32,Stayed,2,Below College,Life Sciences,Great,Female,Great,Low,2827,12,Great,Great,80,Great,1
851,56,Stayed,4,Master's degree,Technical Degree,Excellent,Female,Great,Low,19943,13,Great,Excellent,80,Great,5
852,29,Stayed,6,Below College,Medical,Good,Female,Great,Excellent,3131,13,Great,Low,80,Great,10
853,19,Stayed,9,College,Life Sciences,Great,Male,Great,Low,2552,25,Excellent,Great,80,Great,1
854,45,Stayed,7,Bachelor's degree,Medical,Low,Female,Great,Great,4477,19,Great,Great,80,Good,3
855,37,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Excellent,6474,13,Great,Good,80,Good,14
856,20,Stayed,3,Bachelor's degree,Life Sciences,Low,Male,Good,Great,3033,12,Great,Low,80,Good,2
857,44,Churned,10,Master's degree,Life Sciences,Great,Male,Great,Great,2936,11,Great,Great,80,Great,6
858,53,Stayed,7,College,Medical,Excellent,Female,Great,Great,18606,18,Great,Good,80,Great,7
859,29,Stayed,15,Below College,Life Sciences,Good,Female,Low,Excellent,2168,18,Great,Low,80,Good,5
860,22,Churned,3,Master's degree,Life Sciences,Great,Male,Good,Excellent,2853,11,Great,Good,80,Great,0
861,46,Stayed,2,Bachelor's degree,Marketing,Great,Female,Great,Low,17048,23,Excellent,Low,80,Great,26
862,44,Stayed,17,Bachelor's degree,Life Sciences,Excellent,Male,Low,Great,2290,13,Great,Excellent,80,Great,0
863,33,Stayed,2,Bachelor's degree,Human Resources,Good,Male,Great,Great,3600,13,Great,Excellent,80,Great,5
864,41,Churned,5,College,Life Sciences,Low,Male,Good,Low,2107,17,Great,Low,80,Low,1
865,30,Stayed,29,Master's degree,Life Sciences,Great,Male,Great,Low,4115,19,Great,Great,80,Great,4
866,40,Stayed,2,Master's degree,Medical,Good,Male,Great,Good,4327,12,Great,Excellent,80,Great,0
867,50,Stayed,2,Bachelor's degree,Medical,Excellent,Female,Great,Low,17856,22,Excellent,Great,80,Great,2
868,28,Stayed,19,Master's degree,Medical,Excellent,Male,Good,Low,3196,12,Great,Great,80,Great,6
869,46,Stayed,15,College,Life Sciences,Excellent,Male,Great,Good,19081,11,Great,Low,80,Great,4
870,35,Stayed,17,Master's degree,Life Sciences,Great,Male,Great,Low,8966,15,Great,Excellent,80,Great,7
871,24,Churned,17,College,Life Sciences,Excellent,Female,Great,Good,2210,13,Great,Low,80,Low,1
872,33,Stayed,25,Bachelor's degree,Medical,Good,Female,Great,Great,4539,12,Great,Low,80,Good,10
873,36,Stayed,6,Master's degree,Life Sciences,Great,Male,Low,Great,2741,14,Great,Great,80,Great,7
874,30,Stayed,7,Master's degree,Life Sciences,Great,Male,Great,Great,3491,13,Great,Low,80,Good,10
875,44,Stayed,29,Master's degree,Other,Excellent,Male,Great,Excellent,4541,25,Excellent,Good,80,Great,20
876,20,Stayed,21,Bachelor's degree,Marketing,Great,Male,Excellent,Excellent,2678,17,Great,Excellent,80,Great,2
877,46,Stayed,2,Master's degree,Technical Degree,Excellent,Male,Great,Excellent,7379,11,Great,Great,80,Good,6
878,42,Stayed,2,PhD,Medical,Excellent,Male,Excellent,Low,6272,16,Great,Low,80,Excellent,4
879,60,Stayed,7,Master's degree,Marketing,Good,Male,Excellent,Excellent,5220,18,Great,Good,80,Great,11
880,32,Stayed,13,Bachelor's degree,Other,Great,Female,Good,Good,2743,20,Excellent,Great,80,Great,2
881,32,Stayed,2,College,Life Sciences,Excellent,Female,Great,Great,4998,14,Great,Excellent,80,Great,8
882,36,Stayed,1,Bachelor's degree,Technical Degree,Great,Female,Low,Low,10252,21,Excellent,Great,80,Great,7
883,33,Stayed,9,Bachelor's degree,Medical,Low,Male,Great,Excellent,2781,13,Great,Good,80,Great,14
884,40,Stayed,10,Bachelor's degree,Technical Degree,Good,Female,Good,Good,6852,12,Great,Good,80,Excellent,5
885,25,Stayed,10,Master's degree,Life Sciences,Great,Male,Great,Excellent,4950,14,Great,Good,80,Great,4
886,30,Stayed,1,Bachelor's degree,Medical,Excellent,Male,Great,Good,3579,21,Excellent,Low,80,Great,11
887,42,Stayed,26,PhD,Medical,Low,Female,Great,Low,13191,17,Great,Great,80,Great,1
888,35,Stayed,8,College,Marketing,Great,Female,Good,Excellent,10377,11,Great,Good,80,Good,13
889,27,Stayed,14,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2235,14,Great,Excellent,80,Good,9
890,54,Stayed,1,Master's degree,Life Sciences,Excellent,Female,Great,Great,10502,17,Great,Low,80,Low,5
891,44,Stayed,2,Below College,Life Sciences,Low,Female,Excellent,Excellent,2011,13,Great,Excellent,80,Great,10
892,19,Churned,10,Bachelor's degree,Medical,Low,Female,Good,Good,1859,25,Excellent,Good,80,Excellent,1
893,29,Stayed,1,Bachelor's degree,Life Sciences,Low,Female,Great,Excellent,3760,15,Great,Low,80,Great,3
894,54,Stayed,3,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,17779,14,Great,Low,80,Great,10
895,31,Stayed,11,College,Medical,Great,Male,Great,Low,6833,12,Great,Excellent,80,Good,6
896,31,Stayed,24,Bachelor's degree,Medical,Great,Female,Good,Low,6812,19,Great,Good,80,Great,10
897,59,Stayed,3,Bachelor's degree,Life Sciences,Great,Female,Good,Excellent,5171,17,Great,Excellent,80,Great,6
898,43,Stayed,3,Bachelor's degree,Life Sciences,Great,Male,Low,Excellent,19740,14,Great,Good,80,Great,8
899,49,Stayed,4,College,Medical,Low,Male,Good,Great,18711,13,Great,Great,80,Excellent,1
900,36,Stayed,3,Bachelor's degree,Technical Degree,Great,Male,Great,Good,3692,12,Great,Great,80,Good,11
901,48,Stayed,2,College,Technical Degree,Excellent,Male,Excellent,Good,2559,11,Great,Great,80,Good,1
902,27,Stayed,4,College,Life Sciences,Low,Male,Great,Great,2517,11,Great,Good,80,Great,5
903,29,Stayed,7,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,6623,11,Great,Good,80,Great,6
904,48,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,18265,12,Great,Great,80,Excellent,1
905,29,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Excellent,16124,14,Great,Good,80,Good,7
906,34,Stayed,20,Bachelor's degree,Technical Degree,Great,Female,Excellent,Great,2585,17,Great,Excellent,80,Good,1
907,44,Stayed,5,Bachelor's degree,Marketing,Good,Male,Great,Good,18213,11,Great,Great,80,Great,22
908,33,Stayed,10,PhD,Marketing,Excellent,Male,Excellent,Great,8380,14,Great,Excellent,80,Great,9
909,19,Stayed,25,Bachelor's degree,Life Sciences,Good,Female,Excellent,Excellent,2994,12,Great,Excellent,80,Great,1
910,23,Stayed,1,College,Life Sciences,Excellent,Male,Great,Great,1223,22,Excellent,Excellent,80,Great,1
911,25,Churned,24,Below College,Life Sciences,Great,Male,Low,Excellent,1118,14,Great,Excellent,80,Great,1
912,26,Stayed,4,College,Life Sciences,Great,Male,Great,Excellent,2875,20,Excellent,Good,80,Good,8
913,45,Churned,2,Bachelor's degree,Marketing,Low,Female,Low,Good,18824,16,Great,Low,80,Great,24
914,55,Stayed,8,Below College,Medical,Excellent,Male,Good,Good,13577,15,Great,Excellent,80,Great,33
915,21,Churned,10,College,Life Sciences,Low,Female,Good,Great,2625,20,Excellent,Great,80,Low,2
916,46,Stayed,4,College,Marketing,Excellent,Female,Good,Good,18789,14,Great,Great,80,Great,11
917,34,Stayed,2,Bachelor's degree,Marketing,Great,Female,Great,Low,4538,12,Great,Excellent,80,Great,3
918,51,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Male,Great,Good,19847,24,Excellent,Low,80,Good,29
919,59,Stayed,18,Master's degree,Medical,Excellent,Male,Great,Excellent,10512,12,Great,Excellent,80,Good,9
920,34,Stayed,19,Bachelor's degree,Medical,Great,Female,Great,Good,4444,13,Great,Great,80,Excellent,11
921,28,Stayed,1,Master's degree,Medical,Excellent,Male,Great,Great,2154,11,Great,Great,80,Good,4
922,44,Stayed,4,College,Life Sciences,Great,Male,Excellent,Low,19190,14,Great,Excellent,80,Good,25
923,34,Stayed,11,Bachelor's degree,Life Sciences,Great,Male,Good,Good,4490,11,Great,Excellent,80,Excellent,10
924,35,Stayed,6,Below College,Life Sciences,Great,Male,Great,Great,3506,14,Great,Excellent,80,Great,3
925,42,Stayed,7,Master's degree,Medical,Good,Female,Excellent,Good,2372,16,Great,Excellent,80,Great,1
926,43,Stayed,4,Master's degree,Marketing,Excellent,Female,Good,Excellent,10231,14,Great,Excellent,80,Excellent,21
927,36,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Good,5410,11,Great,Excellent,80,Great,16
928,44,Churned,15,Bachelor's degree,Medical,Low,Female,Great,Excellent,7978,11,Great,Excellent,80,Great,10
929,28,Stayed,2,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,3867,12,Great,Good,80,Great,2
930,51,Stayed,6,College,Medical,Good,Female,Good,Great,2838,14,Great,Good,80,Good,7
931,30,Stayed,9,College,Medical,Great,Female,Great,Great,4695,18,Great,Great,80,Great,8
932,29,Churned,7,Bachelor's degree,Technical Degree,Good,Female,Great,Great,3339,13,Great,Low,80,Great,7
933,28,Stayed,1,Bachelor's degree,Technical Degree,Excellent,Male,Great,Low,2080,11,Great,Good,80,Good,3
934,25,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Great,Good,2096,18,Great,Excellent,80,Good,2
935,32,Stayed,8,Bachelor's degree,Medical,Great,Male,Excellent,Excellent,6209,15,Great,Great,80,Excellent,10
936,45,Stayed,25,Bachelor's degree,Medical,Good,Female,Great,Good,18061,22,Excellent,Great,80,Great,0
937,39,Stayed,13,Master's degree,Medical,Great,Female,Good,Good,17123,13,Great,Excellent,80,Great,19
938,58,Stayed,23,Master's degree,Life Sciences,Low,Male,Great,Great,2372,12,Great,Excellent,80,Great,2
939,32,Churned,7,College,Life Sciences,Excellent,Male,Great,Great,4883,18,Great,Low,80,Great,10
940,39,Churned,23,Bachelor's degree,Medical,Great,Male,Great,Low,3904,13,Great,Low,80,Great,5
941,30,Stayed,6,Bachelor's degree,Technical Degree,Low,Female,Good,Excellent,4627,12,Great,Low,80,Great,9
942,36,Stayed,10,Master's degree,Technical Degree,Excellent,Female,Great,Great,7094,12,Great,Low,80,Great,7
943,46,Stayed,1,College,Life Sciences,Excellent,Female,Great,Low,3423,12,Great,Great,80,Excellent,7
944,28,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Low,Excellent,6674,11,Great,Low,80,Great,9
945,50,Stayed,28,Bachelor's degree,Life Sciences,Excellent,Female,Great,Low,16880,11,Great,Good,80,Great,3
946,40,Churned,25,Master's degree,Marketing,Excellent,Male,Good,Good,9094,12,Great,Great,80,Great,5
947,52,Churned,5,Bachelor's degree,Life Sciences,Good,Male,Great,Good,8446,19,Great,Great,80,Good,8
948,30,Stayed,17,Master's degree,Medical,Good,Female,Great,Low,11916,23,Excellent,Excellent,80,Great,9
949,39,Stayed,18,College,Life Sciences,Low,Male,Great,Great,4534,11,Great,Low,80,Great,8
950,31,Stayed,2,Master's degree,Life Sciences,Excellent,Female,Great,Great,9852,19,Great,Low,80,Good,10
951,41,Stayed,10,College,Medical,Great,Male,Low,Good,6151,13,Great,Low,80,Great,19
952,31,Churned,1,Bachelor's degree,Life Sciences,Excellent,Female,Great,Good,2302,11,Great,Low,80,Excellent,3
953,44,Churned,3,Bachelor's degree,Life Sciences,Low,Male,Great,Low,2362,12,Great,Great,80,Excellent,3
954,42,Stayed,2,Below College,Life Sciences,Great,Male,Great,Great,17861,13,Great,Excellent,80,Good,20
955,55,Stayed,2,College,Medical,Excellent,Female,Low,Great,19187,14,Great,Excellent,80,Great,19
956,56,Stayed,8,Master's degree,Life Sciences,Excellent,Male,Great,Good,19717,14,Great,Low,80,Great,7
957,40,Stayed,16,College,Life Sciences,Great,Male,Great,Great,3544,16,Great,Good,80,Great,4
958,34,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,8500,11,Great,Excellent,80,Good,9
959,40,Stayed,2,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,4661,13,Great,Great,80,Great,9
960,41,Stayed,1,Bachelor's degree,Marketing,Great,Female,Great,Low,4103,17,Great,Excellent,80,Great,9
961,35,Stayed,4,Master's degree,Life Sciences,Great,Male,Great,Great,4249,11,Great,Good,80,Great,9
962,51,Stayed,5,Bachelor's degree,Life Sciences,Great,Male,Great,Good,14026,11,Great,Good,80,Great,33
963,38,Stayed,2,College,Life Sciences,Good,Female,Great,Low,6893,15,Great,Excellent,80,Great,7
964,34,Stayed,15,College,Medical,Great,Female,Great,Low,6125,12,Great,Excellent,80,Excellent,10
965,25,Stayed,19,Below College,Medical,Excellent,Male,Great,Excellent,3669,11,Great,Great,80,Good,3
966,58,Churned,7,Master's degree,Medical,Great,Female,Good,Low,10008,14,Great,Excellent,80,Good,10
967,40,Stayed,1,Master's degree,Life Sciences,Good,Male,Great,Good,2387,22,Excellent,Great,80,Great,4
968,36,Stayed,7,Bachelor's degree,Marketing,Low,Female,Excellent,Low,4639,16,Great,Excellent,80,Good,15
969,48,Stayed,4,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,7898,11,Great,Great,80,Great,10
970,27,Stayed,11,Bachelor's degree,Medical,Great,Female,Excellent,Excellent,2534,14,Great,Good,80,Great,1
971,51,Stayed,11,College,Technical Degree,Excellent,Female,Good,Good,13142,16,Great,Good,80,Good,5
972,18,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,1611,15,Great,Great,80,Excellent,0
973,35,Stayed,1,Bachelor's degree,Medical,Excellent,Female,Good,Excellent,5363,12,Great,Good,80,Great,9
974,27,Stayed,2,Below College,Life Sciences,Excellent,Male,Low,Excellent,5071,20,Excellent,Good,80,Great,6
975,55,Churned,13,Master's degree,Marketing,Low,Male,Excellent,Great,13695,17,Great,Great,80,Good,19
976,56,Stayed,23,Bachelor's degree,Life Sciences,Excellent,Male,Great,Good,13402,12,Great,Low,80,Great,19
977,34,Stayed,26,Below College,Technical Degree,Low,Female,Good,Great,2029,20,Excellent,Great,80,Great,5
978,40,Stayed,2,Below College,Medical,Good,Female,Excellent,Great,6377,20,Excellent,Good,80,Great,12
979,34,Stayed,29,Bachelor's degree,Medical,Good,Male,Great,Great,5429,13,Great,Low,80,Great,8
980,31,Churned,2,Bachelor's degree,Life Sciences,Great,Female,Good,Excellent,2785,14,Great,Great,80,Excellent,1
981,35,Churned,18,Master's degree,Marketing,Excellent,Female,Great,Great,4614,18,Great,Great,80,Good,4
982,38,Stayed,7,Bachelor's degree,Life Sciences,Excellent,Male,Excellent,Great,2610,11,Great,Excellent,80,Great,4
983,34,Stayed,2,Master's degree,Technical Degree,Great,Female,Great,Excellent,6687,11,Great,Excellent,80,Excellent,14
984,28,Stayed,26,Bachelor's degree,Life Sciences,Great,Male,Good,Low,4724,11,Great,Great,80,Great,5
985,31,Churned,22,Master's degree,Medical,Excellent,Male,Great,Great,6179,15,Great,Excellent,80,Good,10
986,39,Stayed,21,Master's degree,Life Sciences,Low,Male,Good,Excellent,6120,12,Great,Excellent,80,Excellent,5
987,51,Stayed,2,Bachelor's degree,Marketing,Good,Male,Great,Good,10596,11,Great,Good,80,Great,4
988,41,Stayed,22,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,5467,14,Great,Low,80,Good,6
989,37,Stayed,4,Below College,Life Sciences,Great,Male,Great,Great,2996,15,Great,Excellent,80,Great,6
990,33,Stayed,5,Below College,Life Sciences,Good,Male,Great,Excellent,9998,13,Great,Low,80,Excellent,5
991,32,Stayed,2,Below College,Marketing,Great,Male,Great,Good,4078,13,Great,Low,80,Good,3
992,39,Stayed,25,College,Life Sciences,Great,Male,Great,Great,10920,21,Excellent,Good,80,Great,6
993,25,Stayed,18,Below College,Life Sciences,Low,Male,Excellent,Great,6232,11,Great,Good,80,Good,3
994,52,Stayed,28,College,Medical,Excellent,Female,Excellent,Great,13247,11,Great,Good,80,Good,5
995,43,Stayed,6,Bachelor's degree,Medical,Low,Female,Good,Great,4081,14,Great,Low,80,Low,20
996,27,Stayed,10,Bachelor's degree,Marketing,Excellent,Female,Good,Excellent,5769,11,Great,Excellent,80,Great,6
997,27,Churned,17,Master's degree,Life Sciences,Excellent,Female,Great,Great,2394,13,Great,Excellent,80,Great,8
998,26,Stayed,2,Below College,Medical,Low,Male,Good,Excellent,3904,12,Great,Excellent,80,Great,4
999,42,Stayed,10,Bachelor's degree,Human Resources,Great,Female,Great,Low,16799,14,Great,Great,80,Great,20
1000,52,Stayed,8,Master's degree,Other,Great,Female,Great,Low,2950,13,Great,Great,80,Low,5
1001,37,Stayed,11,Bachelor's degree,Medical,Low,Female,Great,Great,3629,18,Great,Low,80,Great,3
1002,35,Stayed,18,College,Life Sciences,Great,Male,Great,Excellent,9362,11,Great,Great,80,Great,2
